"row"	"Species"	"genus"	"family"	"order"	"group"	"Growth.form"	"P50"	"HSM"	"MinWP_md"	"MinWP_pd"	"PItlp"	"Ks"	"Kl"	"Hv"	"WUE"	"SLA"	"Aarea"	"Amass"	"LL"	"pLL"	"WD"	"N"	"Narea"	"Hmax"	"Rd"	"lat_mean"	"long_mean"	"MAT_mean"	"MAP_mean"	"biome"
"476"	"Diospyros morrisiana"	"Diospyros"	"Ebenaceae"	"Ericales"	"Angiosperms"	"W"	-0.89	NA	NA	NA	-1.8234	2.960551717	0.000555561	1.740164658	NA	16.8719106055354	NA	NA	NA	NA	0.478595938	15.8481302325581	0.0939320424526108	20	NA	25.654416231869	118.867662645601	19.0393939393939	2085.26515151515	"Tropical forest savanna"
"477"	"Diospyros sandwicensis"	"Diospyros"	"Ebenaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	0.145	8.5e-05	NA	-27.135	6.37348629700446	NA	NA	NA	NA	NA	10.5	0.164745	NA	NA	18.8333374447544	-139.23147935529	21.8537037037037	1589.83333333333	"Tropical forest savanna"
"478"	"Diospyros venosa"	"Diospyros"	"Ebenaceae"	"Ericales"	"Angiosperms"	"W"	-0.6	NA	NA	NA	NA	NA	NA	NA	NA	6.38236795611681	NA	NA	NA	NA	NA	12.09	0.1894281257854	NA	NA	8.84375359043104	98.8437645424761	25.8005208333333	2453.8125	"Tropical forest savanna"
"479"	"Diplospora dubia"	"Diplospora"	"Rubiaceae"	"Gentianales"	"Angiosperms"	"W"	-2.21	NA	NA	NA	-1.9298	0.849592054	0.000138863	1.560514814	NA	11.03547999	NA	NA	NA	NA	0.630198532	21.1	0.191201470340394	12	NA	24.492813205228	116.574042539917	19.6369845360825	2005.10824742268	"Tropical forest savanna"
"480"	"Diplotropis purpurea"	"Diplotropis"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.3373477356216	-31.60291126625	11.7026810823993	NA	NA	NA	NA	0.758361129181123	25.281755125	0.216033872468963	40	NA	-1.97435594812838	-64.9342888707987	25.0701121794872	2582.78846153846	"Tropical rain forest"
"481"	"Dipterocarpus alatus"	"Dipterocarpus"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	15.5	0.00137	NA	NA	NA	NA	NA	NA	NA	0.602667	14.2	NA	NA	NA	14.8796335348519	98.046310797183	26.009375	1866	"Tropical forest savanna"
"482"	"Dipterocarpus globosus"	"Dipterocarpus"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	-0.18	NA	NA	NA	NA	NA	NA	NA	NA	4.69875102216114	NA	NA	NA	NA	0.7	13.51	0.287523214919913	NA	NA	1.83333655814778	112.250015241649	25.7166666666667	3329	"Tropical rain forest"
"483"	"Dipterocarpus intricatus"	"Dipterocarpus"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	11.7	0.00134	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	13.4907445735278	105.083348201221	26.4185185185185	1732.66666666667	"Tropical forest savanna"
"484"	"Dipterocarpus retusus"	"Dipterocarpus"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	11	0.0012	NA	NA	NA	NA	NA	NA	NA	0.593333333333333	NA	NA	NA	NA	22.1250042830925	103.625014791832	21.7854166666667	1615.25	"Tropical forest savanna"
"485"	"Dipterocarpus tuberculatus"	"Dipterocarpus"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	5.2	0.00068	NA	NA	NA	NA	NA	NA	NA	0.685	NA	NA	NA	NA	15.3333372622178	103.625014791832	25.4354166666667	1591.75	"Tropical forest savanna"
"486"	"Dipterocarpus turbinatus"	"Dipterocarpus"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	15	0.00128	NA	NA	NA	NA	NA	NA	NA	0.618767	NA	NA	NA	NA	22.1458376175124	94.2083476340596	22.1041666666667	1466.125	"Tropical forest savanna"
"487"	"Dipteryx alata"	"Dipteryx"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	3.95117340624175	-29.31108185	7.06974791304348	NA	NA	NA	NA	0.898314930703343	21.659245	0.306365166996115	8	NA	-14.9207795419726	-53.8741360833659	24.5304526748971	1492.85596707819	"Tropical forest savanna"
"488"	"Diselma archeri"	"Diselma"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	13.7999999872504	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	-42.2274765505812	146.98875579211	8.19527027027027	1817.83783783784	"Temperate forest"
"489"	"Dodonaea physocarpa"	"Dodonaea"	"Sapindaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	-2.117	-0.985	NA	1.07	0.000263963	2.849796509	NA	7.343369718	NA	NA	NA	NA	0.799	NA	NA	1.5	NA	-16.9550843351509	135.318198262901	26.1670183982684	767.808441558442	"Desert"
"490"	"Dodonaea viscosa"	"Dodonaea"	"Sapindaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	-4.41	-3.61	NA	1.27	0.000565216	4.45651130678547	NA	6.98311756991128	11.7017388708425	0.0910058058888562	9.34411772801551	NA	0.945966	19.7487946715266	0.282807706927631	28	0.4572	-26.5019761010678	105.938965334451	17.4776252983294	696.72076372315	"Mediterranean"
"491"	"Doryphora aromatica"	"Doryphora"	"Atherospermataceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.60333333276959	NA	NA	NA	NA	NA	NA	0.48216	NA	NA	14	NA	-17.5388866744004	145.527794754956	22.4416666666667	2108.61363636364	"Tropical forest savanna"
"492"	"Doryphora sassafras"	"Doryphora"	"Atherospermataceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	17.0999999845593	NA	10.6625672927461	NA	NA	NA	60	0.51515506675	NA	NA	15	NA	-32.1128243343426	151.542198360805	15.7473593964335	1201.21399176955	"Temperate forest"
"493"	"Drimys crassifolia"	"Drimys"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	0.31	6.9e-05	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	-21.182	165.2981	19.38	1579	"Tropical forest savanna"
"494"	"Drimys granadensis"	"Drimys"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-1.64	NA	NA	NA	NA	0.39	0.00033	8.4	NA	3.81258487520883	NA	NA	NA	NA	0.454669	7.1	0.186225362382552	18	NA	10.781356826797	-84.5701270362686	16.6974747474748	1931.17171717172	"Temperate forest"
"495"	"Drimys insipida"	"Drimys"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-4.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.554086	NA	NA	NA	NA	-27.0833316166195	149.527794963567	17.2305555555556	1360	"Temperate forest"
"496"	"Drimys winteri"	"Drimys"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-2.3	NA	NA	NA	NA	NA	NA	NA	NA	6.1796529628542	8.35	0.05385	34	NA	0.435	8.51333333333333	0.137763938921924	30	NA	-31.5789458861684	-64.8976548158067	10.8887426900585	1312.49122807018	"Temperate forest"
"497"	"Dryandra cirsioides"	"Dryandra"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-4.1833	-3.233333333	NA	0.510917927	0.000570937	11.17473233	NA	2.4696	NA	NA	NA	NA	0.8296	NA	NA	2	NA	-33.5092578776788	119.194460048266	16.1259259259259	424	"Desert"
"498"	"Dryandra sessilis"	"Dryandra"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	-1.93	-0.98	-2.91	-2.45	NA	0.498443297	0.000200804	4.028622053	NA	3.1989	NA	NA	NA	NA	0.7711	8.4	0.262590265403733	8	NA	-32.0566652093287	116.243348783246	17.5536666666667	634.04	"Mediterranean"
"499"	"Dryandra vestita"	"Dryandra"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	-3.19	-0.63	-3.82	-2.6	NA	0.576115043	0.00048541	8.425575013	NA	2.5854	NA	NA	NA	NA	0.7065	NA	NA	2	NA	-32.8333319165011	117.66668219081	16.0916666666667	392	"Desert"
"500"	"Dryobalanops sumatrensis"	"Dryobalanops"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	-0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	4.66	114.52	27.15	2962	"Tropical rain forest"
"501"	"Drypetes amazonica"	"Drypetes"	"Putranjivaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.639563172489425	-32.4250921433333	11.2945929834897	NA	NA	NA	NA	0.627077094623325	19.264657	0.17056530525855	36.8	NA	-7.20316529054636	-71.1012339900486	24.5621900826446	2426.12396694215	"Tropical forest savanna"
"502"	"Drypetes gentryi"	"Drypetes"	"Putranjivaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.01902235836651	-30.26714541	8.5822	NA	NA	NA	NA	0.715461038919186	19.96817	0.232669595208688	17	NA	14.5740779633606	-94.9629585280453	23.4014705882353	1552.64705882353	"Tropical forest savanna"
"503"	"Drypetes indica"	"Drypetes"	"Putranjivaceae"	"Malpighiales"	"Angiosperms"	"W"	-2	NA	NA	NA	NA	0.6	5.6e-05	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	22.9404805160985	116.669063091163	21.8115196078431	2504.64705882353	"Tropical rain forest"
"504"	"Drypetes variabilis"	"Drypetes"	"Putranjivaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.1220133335	NA	NA	NA	-30.7071102443479	9.62695692052149	NA	NA	NA	NA	0.726019411784314	20.4163342727273	0.212074640421486	34	NA	-0.0811934562312575	-63.6367460680855	25.8894230769231	2399.30769230769	"Tropical forest savanna"
"505"	"Duguetia echinophora"	"Duguetia"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.01912702844489	-31.79	16.0921321390071	NA	NA	NA	NA	0.71906527110633	32.0682805882353	0.199279252191214	29.25091402	NA	-4.30127914640825	-52.0876001666202	26.5489316239316	2020.58974358974	"Tropical forest savanna"
"506"	"Duguetia furfuracea"	"Duguetia"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	-3.33	NA	NA	NA	NA	5.98800798403194	9.7	0.058	NA	NA	NA	18.9	0.315630841682244	NA	NA	-17.1060068332302	-49.2276953718493	22.5804356060606	1332.86136363636	"Tropical forest savanna"
"507"	"Duguetia lucida"	"Duguetia"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.71817624548924	-35.022863	20.050991	NA	NA	NA	NA	0.575165188	22.3617575	0.111524450337642	14.39948359	NA	1.08721248822717	-66.1957304989001	25.2705426356589	2032.04651162791	"Tropical forest savanna"
"508"	"Duroia eriopila"	"Duroia"	"Rubiaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.14418517477049	-33.9990223833333	12.1360901912038	NA	NA	NA	NA	0.6302481287	16.77531625	0.138226693982208	29.28876464	NA	3.08333662333944	-60.4202836186584	25.7933876811594	2167.02173913043	"Tropical forest savanna"
"509"	"Dussia atropurpurea"	"Dussia"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	0.0006731	NA	NA	NA	NA	NA	NA	NA	0.599993760454545	NA	NA	NA	NA	9.956352854806	-82.5436457110315	24.7214285714286	2980.66666666667	"Tropical rain forest"
"510"	"Dussia munda"	"Dussia"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	0.0006731	NA	NA	9.18939538933333	11.8609865470852	0.1058	16.66666667	NA	0.53	19.6336821233333	0.213655864085719	NA	NA	9.15	-79.85	26.13	2592	"Tropical forest savanna"
"511"	"Ecclinusa ramiflora"	"Ecclinusa"	"Sapotaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.22216996387014	-32.2765684285715	10.147094516284	NA	NA	NA	NA	0.538824815381607	15.9248478888889	0.156939977875763	30	NA	-10.2353988644643	-55.5516966726927	24.232603406326	2096.56204379562	"Tropical forest savanna"
"512"	"Elaphoglossum glaucum"	"Elaphoglossum"	"Dryopteridaceae"	"Polypodiales-Eupolypod I"	"Pteridophytes"	"nW"	NA	NA	NA	NA	-1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4242464621747	-95.3333289177315	18.6405303030303	1630.95454545455	"Tropical forest savanna"
"513"	"Elaphoglossum herminieri"	"Elaphoglossum"	"Dryopteridaceae"	"Polypodiales-Eupolypod I"	"Pteridophytes"	"nW"	-3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0546013547302	-77.6120636257022	23.8778735632184	2646.83908045977	"Tropical rain forest"
"514"	"Elaphoglossum petiolatum"	"Elaphoglossum"	"Dryopteridaceae"	"Polypodiales-Eupolypod I"	"Pteridophytes"	"nW"	NA	NA	NA	NA	-1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.502087166712	-86.8437451416428	18.3890104166667	1550.15625	"Temperate forest"
"515"	"Elymus spicatus"	"Elymus"	"Poaceae"	"Poales"	"Angiosperms"	"nW"	NA	NA	-4.83381	-4.504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.4747483925715	-117.014062050862	5.54547791893527	473.386569872958	"Mediterranean"
"516"	"Encelia californica"	"Encelia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	NA	NA	-4.758333333	NA	NA	NA	NA	NA	NA	14.01	NA	NA	NA	NA	0.6378	NA	NA	NA	NA	32.8142905548601	-116.016663329758	16.4439009661836	358.557971014493	"Desert"
"517"	"Encelia farinosa"	"Encelia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	-6.13	NA	NA	-3.9	-2.63	0.657	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1.524	0.3048	33.4924291183658	-114.84315036171	19.3714808558559	228.861486486486	"Desert"
"518"	"Endlicheria grandis"	"Endlicheria"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.60488499774464	-33.89211166	13.098995	NA	NA	NA	NA	0.473356188	25.326255	0.193345023797627	13.19374189	NA	NA	NA	NA	NA	NA
"519"	"Endlicheria sericea"	"Endlicheria"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.59412963674225	-29.63715047	8.23041323076923	NA	NA	NA	NA	0.46527280921161	31.85365	0.387023702296208	35	NA	-1.0613176808684	-71.0424471477499	23.8927672955975	2669.96226415094	"Tropical rain forest"
"520"	"Enterolobium cyclocarpum"	"Enterolobium"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	-2.735	0.805	-1.93	NA	-2.5	3.5	0.000426	1.27	-29.3558405714286	12.092178885	19.13106061	NA	NA	NA	0.386947611194444	29.2637985625	0.242006001075628	NA	NA	13.5938912612096	-84.6158701353914	24.3667989417989	1619.18783068783	"Tropical forest savanna"
"521"	"Epacris impressa"	"Epacris"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	-1.47	-0.58	NA	0.215	0.0001536995	8.4310083085	NA	8.394774741	NA	NA	NA	NA	0.71	NA	NA	1.6	NA	-38.6434568301104	145.177742815619	12.73055028463	956.130929791271	"Mediterranean"
"522"	"Epacris lanuginosa"	"Epacris"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	-1.33	-0.38	NA	0.53	0.000313945	6.228306556	NA	7.382418693	NA	NA	NA	NA	0.66	NA	NA	1.5	NA	-40.805022922363	146.261181289748	11.3724637681159	1238.5845410628	"Temperate forest"
"523"	"Epacris microphylla"	"Epacris"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	8.78999999850688	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	-33.1326773500385	150.63823476636	14.5889564336373	1147.79939209726	"Temperate forest"
"524"	"Epacris pulchella"	"Epacris"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	17.9999999957183	NA	13.008312173171	NA	NA	NA	NA	NA	NA	NA	1	NA	-31.8551837173393	151.559646921385	16.8475600600601	1203.61711711712	"Mediterranean"
"525"	"Eperua glabriflora"	"Eperua"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.693064781560771	-31.62	8.22111818918919	NA	NA	NA	NA	0.730011494126437	13.362453	0.162538144963926	19.71223898	NA	-2.5482426177346	-59.3113972145264	26.9631578947368	2316.73684210526	"Tropical forest savanna"
"526"	"Eperua grandiflora"	"Eperua"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.06507333325	NA	NA	0.834613032977602	-30.2851321768965	8.19134291479046	NA	NA	NA	NA	0.67232176823077	15.4989079642857	0.189210830574564	42	NA	3.32456470609573	-56.3157830232091	25.8495614035088	2443.15789473684	"Tropical forest savanna"
"527"	"Eperua leucantha"	"Eperua"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	11.917149524019	-30.7500240428571	12.0298567056682	4.33476428571429	0.0579627692307692	44	NA	0.585243670970545	13.9218157692308	0.115727195342827	25	NA	0.810978781251175	-66.8109697066341	26.1231707317073	3003.09756097561	"Tropical rain forest"
"528"	"Eperua purpurea"	"Eperua"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.92265326185933	-31.631334885	13.0011483702833	3.38358	0.0811967777777778	43	NA	0.551741321499076	16.4627453846154	0.126625317362305	36.28028941	NA	1.27837199019743	-66.4627600361647	26.4450354609929	3037.17021276596	"Tropical rain forest"
"529"	"Epilobium angustifolium"	"Epilobium"	"Onagraceae"	"Myrtales"	"Angiosperms"	"nW"	-1.625	0.205	-1.42	NA	NA	1.08	NA	NA	NA	15.3971492985353	20.7099790133333	0.295095986729412	3.6	20.6666666666667	NA	27.0104063601658	0.175424722047316	3	1	56.5789130357148	-9.57103898880218	4.85533840028954	873.816503800217	"Temperate forest"
"530"	"Eragrostis curvula"	"Eragrostis"	"Poaceae"	"Poales"	"Angiosperms"	"nW"	NA	NA	-5.0221	-3.50364	NA	NA	NA	NA	-12.4333333333333	NA	NA	NA	NA	NA	NA	11.8125	NA	1.2	0.3556	-19.7866724002613	71.48820157835	15.9023202614379	752.853333333333	"Mediterranean"
"531"	"Eremalche rotundifolia"	"Eremalche"	"Malvaceae"	"Malvales"	"Angiosperms"	"nW"	NA	NA	NA	NA	-2.72	NA	NA	NA	NA	14.4508670520231	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5758113840565	-116.073652580042	19.6698387096774	129.935483870968	"Desert"
"532"	"Eremophila deserti"	"Eremophila"	"Scrophulariaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	-5.22	-4.4	NA	0.25	0.000235306	8.5759758954982	NA	4.67497650151313	9.11290269677955	0.0465685320643599	28.9693092746025	NA	0.82	16.236016009877	0.347296205758937	4	NA	-30.5303550052731	141.648267699841	18.3874494949495	429.261616161616	"Desert"
"533"	"Eremophila glabra"	"Eremophila"	"Scrophulariaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	-4.98	-4.2	NA	0.22	0.000181596	11.3081144893475	NA	5.83342572035296	13.5759792076341	0.0803728052568712	16.6730016604494	NA	0.71	17.2630080410318	0.295932593789628	5	NA	-30.9601171008208	133.561684230139	18.42025715672	314.590247452693	"Desert"
"534"	"Eremophila longifolia"	"Eremophila"	"Scrophulariaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	5.0633333326521	NA	3.98335693377781	NA	NA	15.1087501425621	NA	0.703437	14.6598060462627	0.368026423189733	26	NA	-28.0540819046642	137.102058323127	20.2718548080578	332.937856328392	"Desert"
"535"	"Erica arborea"	"Erica"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	-2.7	-1.1	-3.8	-2.8	NA	0.73	0.00033	4.89	NA	7.60055149601655	NA	NA	NA	10	NA	10.9575	0.14416717005	7	NA	37.1549637446409	1.86318671148345	13.4083218072845	758.535269709544	"Mediterranean"
"536"	"Erica cerinthoides"	"Erica"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	-4.1	NA	NA	0.068	NA	NA	NA	NA	NA	NA	NA	NA	0.6256	NA	NA	NA	NA	-32.9333319217165	32.8666777682546	16.3626436781609	706.034482758621	"Mediterranean"
"537"	"Erica plukenetii"	"Erica"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	-4.2	NA	NA	0.207	NA	NA	NA	NA	NA	NA	NA	NA	0.6479	5.86363636363636	NA	NA	NA	-32.7763143696678	19.5965016375816	16.0260964912281	526.052631578947	"Mediterranean"
"538"	"Ericameria nauseosa"	"Ericameria"	"Asteraceae"	"Asterales"	"Angiosperms"	NA	-2.9	-0.1	-3	-1.338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	1.2192	0.508	NA	NA	NA	NA	NA
"539"	"Eriogonum cinereum"	"Eriogonum"	"Polygonaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	-3.9545	NA	NA	NA	0.0013	NA	NA	5.41	NA	NA	NA	NA	0.6711	NA	NA	NA	NA	31.7623504647245	-108.404317253741	15.3543209876543	489	"Desert"
"540"	"Eriostemon australasius"	"Eriostemon"	"Rutaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	4.35000000045436	NA	6.80105996461096	10.052325	0.0572791068668578	12.055948391818	NA	NA	13.1406063553507	0.193214093446129	3	NA	-31.6081856537753	151.385982194979	17.1112573099415	1213.4649122807	"Mediterranean"
"541"	"Eriostemon difformis"	"Eriostemon"	"Rutaceae"	"Sapindales"	"Angiosperms"	"nW"	NA	NA	NA	NA	NA	NA	NA	53.4559999741231	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	-26.9166649412606	144.750016936615	21.275	373	"Desert"
"542"	"Eriotheca gracilipes"	"Eriotheca"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.3203910967041	-50.6309456339972	23.3984472049689	1463.92546583851	"Tropical forest savanna"
"543"	"Eriotheca pubescens"	"Eriotheca"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	-1.55	NA	NA	3.73666666666667	0.000953666666666667	NA	NA	7.10633333333333	NA	NA	NA	NA	0.545666666666667	12.2333333333333	0.172146911205966	NA	NA	-15.7259013054161	-47.9046115847545	22.6832329317269	1453.61445783133	"Tropical forest savanna"
"544"	"Erisma uncinatum"	"Erisma"	"Vochysiaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.78350388815383	-31.2180122268966	8.38858136158626	NA	NA	NA	NA	0.484425785744087	16.1652672093023	0.192705613887561	45	NA	-1.63695347791187	-65.5253563486702	25.375652173913	2489.00869565217	"Tropical forest savanna"
"545"	"Erythrophleum chlorostachys"	"Erythrophleum"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	-2.639	-0.671	NA	2.35	0.000361684	NA	NA	9.67944888966668	10.932390980716	0.10982390980716	9.52496293010718	NA	1.0137712666	23.9119607843137	0.247038452879698	15	NA	-14.3073098699385	132.975642146	26.9541337285903	1110.60079051383	"Tropical forest savanna"
"546"	"Erythroxylum cumanense"	"Erythroxylum"	"Erythroxylaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-3.02	NA	NA	NA	NA	15	NA	NA	9.4	NA	NA	31.108105	0.207387366666667	6	NA	8.63333691279044	-64.6499939841771	25.9384615384615	1528.5	"Tropical forest savanna"
"547"	"Erythroxylum daphnites"	"Erythroxylum"	"Erythroxylaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	-2	NA	NA	0.6534	0.000198	0.311	NA	15.2	NA	NA	NA	NA	NA	17.2	0.113157894736842	NA	NA	-15.6904017295109	-51.6510034072538	23.4460606060606	1472.61818181818	"Tropical forest savanna"
"548"	"Erythroxylum densum"	"Erythroxylum"	"Erythroxylaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.94	NA	NA	NA	NA	13.1250768555116	NA	NA	12	NA	NA	26.32479	0.200568654109979	6	NA	7.55000352295766	-69.1499942188646	24.3611111111111	1456.33333333333	"Tropical forest savanna"
"549"	"Erythroxylum orinocense"	"Erythroxylum"	"Erythroxylaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.64	NA	NA	NA	NA	20.3	NA	NA	8.8	NA	NA	28.31421	0.139478866995074	9	NA	4.75000337692833	-67.5833274704919	27.7895833333333	2633.75	"Tropical forest savanna"
"550"	"Erythroxylum ovalifolium"	"Erythroxylum"	"Erythroxylaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-21.0833313036995	-42.9325325340909	23.1808823529412	1243.29411764706	"Tropical forest savanna"
"551"	"Erythroxylum suberosum"	"Erythroxylum"	"Erythroxylaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	-1.8	-0.56	-2.6	0.417	0.000577625	15.05	NA	3.91	NA	NA	NA	NA	0.633	17.93	0.458567774936061	NA	NA	-14.3390203763253	-48.9625098996323	23.1195113788487	1419.39357429719	"Tropical forest savanna"
"552"	"Eschweilera albiflora"	"Eschweilera"	"Lecythidaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.67492850484082	-32.73300383	10.4871412138963	NA	NA	NA	NA	0.605847293816563	18.063887	0.172247961876054	25.87894282	NA	-4.22575466694492	-66.7520142958235	26.2458080808081	2506.66666666667	"Tropical forest savanna"
"553"	"Eschweilera bracteosa"	"Eschweilera"	"Lecythidaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	6.82695973798903	-31.7216665283333	6.58098100295994	NA	NA	NA	NA	0.666813851332627	15.9101190909091	0.241759079440484	30	NA	-1.97284341563809	-68.4447507363913	26.1897940074906	2755.07865168539	"Tropical rain forest"
"554"	"Eschweilera coriacea"	"Eschweilera"	"Lecythidaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.82828761914286	NA	NA	1.31249352755783	-32.2030686954182	9.86476863668153	NA	NA	NA	NA	0.698688033619076	20.268823546875	0.205466790893673	39.26	NA	-1.82609199202061	-65.9931269421242	25.4648583146905	2620.79418344519	"Tropical rain forest"
"555"	"Eschweilera decolorans"	"Eschweilera"	"Lecythidaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.17420152780102	-32.0346355238334	9.14570992177832	NA	NA	NA	NA	0.652355139894737	20.7895452121212	0.227314723405078	40	NA	0.212368731673419	-64.8467681879878	25.4959677419355	2416.88709677419	"Tropical forest savanna"
